STORE_ID	1_CATEGORY	2_CATEGORY	3_CATEGORY	4_CATEGORY	NAME	BUSINESS_NAME	PARTNER_NAME	STREET	NUM	CITY	STATE	ZIP	LOCALE_TYPE	INTRODUCED_DATE	RETIRED_DATE	REINTRODUCED_DATE	STATUS	LAT	LONG	SALES_AREA_LEVEL_1	SALES_AREA_LEVEL_2	SALES_AREA_LEVEL_3	INGESTION_DATE	STORE_PHONE	STORE_LINK	PARTNER_ID
1060	SUDESTE	B	P - Ate 827m2	SHOPPING			LB SHOP CIANE SOROCABA	AVENIDA DOUTOR AFONSO 823, LOJ		SOROCABA	SP	18035-370		2013-12-05T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1061	PLANETA BEBE	B	M - 828m2 a 1136m2	SHOPPING			PB SSA NORTE SHOP	RODOVIA BA-526 305		SALVADOR	BA	41510-000		2010-11-09T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1062	NORDESTE	B	M - 828m2 a 1136m2	SHOPPING			PB SHOP RIO MAR	AVENIDA DELMIRO GOUVEIA SN		ARACAJU	SE	49035-810		2008-05-09T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1042	NORTE	B	G - 1137m2 a 1600m2	RUA			LB BELEM RUA	TRAVESSA PADRE EUTIQUIO 1065		BELEM	PA	66023-710		2012-11-23T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1043	SUDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP NACOES BAURU	RUA MARCONDES SALGADO SETO 39,		BAURU	SP	17013-231		2012-12-14T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1044	NORTE	A	P - Ate 827m2	SHOPPING			LB SHOP BELEM	ROD AUGUSTO MONTENEGRO  KM 04		BELEM	PA	66635-110		2012-11-23T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1045	BAHIA	A	P - Ate 827m2	RUA			LB LITORAL NORTE	AVENIDA SANTOS DUMONT 05876, K		LAURO DE FREITAS	BA	42700-000		2012-11-24T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1046	SUDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP ARICANDUVA	AVENIDA ARICANDUVA 555		SAO PAULO	SP	03527-000		2013-04-11T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1047	NORDESTE	C	G - 1137m2 a 1600m2	SHOPPING			LB SHOP ARAPIRACA	RUA JOSE LEITE BEZERRA SN		ARAPIRACA	AL	57310-400		2013-09-25T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1048							CD CAMACARI	RODOVIA BA 535 KM 13 SN, LOTE		CAMACARI	BA	42810-200					ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1049	BAHIA	B	P - Ate 827m2	RUA			LB BARREIRAS	RUA PRINCESA ISABEL 395		BARREIRAS	BA	47830-070		2013-06-04T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1050	NORTE	B	XG - Acima de 1601m2	RUA			LB RUA GRANDE	RUA OSWALDO CRUZ 415		SAO LUIS	MA	65020-250		2013-08-29T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1051	NORTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP NORTH SOBRAL	AVENIDA MONS ALOISIO PINTO 300		SOBRAL	CE	62050-255		2013-08-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1052	NORDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP WEST MOSSORO	AVENIDA JOÃO DA ESCOSSIA 1515		MOSSORO	RN	59607-330		2013-07-25T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1002	BAHIA	B	G - 1137m2 a 1600m2	RUA			LB TERTULIANO	RUA MONSENHOR TERTULIANO CARNE		FEIRA DE SANTANA	BA	44002-296		1988-01-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1005	BAHIA	C	M - 828m2 a 1136m2	RUA			LB PARAISO	RUA DO PARAISO 291		SALVADOR	BA	40040-000		1992-01-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1006	BAHIA	B	G - 1137m2 a 1600m2	RUA			LB BONOCO	AVENIDA MARIO LEAL FERREIRA 12		SALVADOR	BA	40285-600		1999-01-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1007	BAHIA	B	XG - Acima de 1601m2	RUA			LB SAO CRISTOVAO	AV SAO CRISTOVAO SN, LOJA		SALVADOR	BA	41510-333		2006-12-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1008	BAHIA	B	P - Ate 827m2	RUA			LB COMERCIO	RUA TORQUATO BAHIA 3		SALVADOR	BA	40015-110		2006-11-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1010	BAHIA	A	G - 1137m2 a 1600m2	SHOPPING			LB SHOP SSA	AVENIDA TANCREDO NEVES 3133		SALVADOR	BA	41820-021		2007-05-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1011	BAHIA	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP BOULEVARD	AVENIDA JOAO DURVAL CARNEIRO 3		FEIRA DE SANTANA	BA	44037-975		2007-10-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1012	NORDESTE	A	G - 1137m2 a 1600m2	SHOPPING			LB SHOP RIOMAR  SE	AVENIDA DELMIRO GOUVEIA SN		ARACAJU	SE	49035-810		2008-05-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1013	BAHIA	B	P - Ate 827m2	RUA			LB CAMACARI	AV GETULIO VARGAS 223		CAMACARI	BA	42800-005		2008-12-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1014	BAHIA	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP PARALELA	AVENIDA LUIS VIANA 8544, QUADR		SALVADOR	BA	41730-101		2009-10-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1015	BAHIA	B	P - Ate 827m2	SHOPPING			LB SHOP CONQ. SUL	AVENIDA JURACY MAGAL 3340, QUA		VITORIA DA CONQUISTA	BA	45023-490		2009-12-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1016	BAHIA	C	P - Ate 827m2	SHOPPING			LB SHOP ITAGUARI	AV GOVERNADOR ROBERTO SANTOS S		SANTO ANTONIO DE JESUS	BA	44572-060		2010-09-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1017	BAHIA	B	G - 1137m2 a 1600m2	SHOPPING			LB SHOP SSA NORTE	RODOVIA BA-526 305		SALVADOR	BA	41510-000		2010-11-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1018	BAHIA	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP IGUATEMI SSA	AVENIDA TANCREDO NEVES 148		SALVADOR	BA	41820-908		2011-02-26T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1019	BAHIA	B	P - Ate 827m2	SHOPPING			LB SHOP JEQUITIBA	AVENIDA AZIZ MARON SN		ITABUNA	BA	45605-415		2011-06-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1020	SUDESTE	A	XG - Acima de 1601m2	SHOPPING			LB SHOP D PEDRO	AVENIDA GUILHERME CAMPOS 500		CAMPINAS	SP	13087-901		2011-09-29T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1021	SUDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP INDAIATUBA	ALAMEDA FILTROS MANN 670, ARA		INDAIATUBA	SP	13344-580		2011-09-23T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1022	NORDESTE	C	P - Ate 827m2	SHOPPING			LB SHOP PREMIO	AVENIDA COLETORA A CONJ MARCOS		NOSSA SENHORA DO SOCORRO	SE	49160-000		2011-10-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1023	NORTE	B	G - 1137m2 a 1600m2	SHOPPING			LB SHOP ILHA	AVENIDA DANIEL DE LA TOUCHE 98		SAO LUIS	MA	65074-115		2012-03-01T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1024	SUDESTE	B	P - Ate 827m2	SHOPPING			LB SHOP MOOCA	RUA CAPITAO PACHECO CHAVES 313		SAO PAULO	SP	03126-000		2011-11-29T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1025	BAHIA	C	P - Ate 827m2	RUA			LB SIMOES FILHO	RUA RUI BARBOSA LOT 212, QD29		SIMOES FILHO	BA	43700-970		2012-07-19T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1026	SUDESTE	C	G - 1137m2 a 1600m2	RUA			LB CAMPINAS RUA	TRAVESSA CASALBUONO 120		SAO PAULO	SP	02089-900		2012-05-24T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1027	NORDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP RECIFE	RUA PADRE CARAPUCEIRO 777		RECIFE	PE	51020-280		2012-04-19T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1028	PLANETA BEBE	A	M - 828m2 a 1136m2	SHOPPING			PB SHOP RECIFE	RUA PADRE CARAPUCEIRO 777		RECIFE	PE	51020-900		2012-04-19T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1029	BAHIA	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP BELA VISTA	RUA DOS RODOVIARIOS SN		SALVADOR	BA	41150-125		2012-07-13T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1030	NORDESTE	A	G - 1137m2 a 1600m2	SHOPPING			LB SHOP RIOMAR RECIFE	AVENIDA REPUBLICA DO LIBANO 25		RECIFE	PE	51110-160		2012-10-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1031	NORDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP NORTH CARUARU	AVENIDA ADJAR DA SILVA CASE 80		CARUARU	PE	55024-740		2012-09-20T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1032	NORDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP MIDWAY MALL	AVENIDA BERNARDO VIEIRA 3775		NATAL	RN	59015-900		2012-09-27T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1033	SUDESTE	B	P - Ate 827m2	SHOPPING			LB SHOP CENTER UBERLANDIA	AVENIDA JOAO NAVES DE AVILA 13		UBERLANDIA	MG	38408-100		2012-08-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1034	SUDESTE	A	M - 828m2 a 1136m2	SHOPPING			LB SHOP UBERLANDIA	AVENIDA PAULO GRACINDO  LOTS D		UBERLANDIA	MG	38408-100		2012-08-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1035	PLANETA BEBE		P - Ate 827m2	SHOPPING			PB RIOMAR RECIFE	AVENIDA REP. DO LIBA 251, SETO		RECIFE	PE	51110-160		2012-10-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1036	NORTE	B	G - 1137m2 a 1600m2	RUA			LB TERESINA RUA	RUA ALVARO MENDES 1042		TERESINA	PI	64000-060		2013-03-07T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1037	PLANETA BEBE		P - Ate 827m2	SHOPPING			PB SHOP BARRA	AVENIDA CENTENARIO 2992		SALVADOR	BA	40140-902		2012-09-28T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1038	NORTE	A	P - Ate 827m2	SHOPPING			LB SHOPPING IMPERIAL	RODOVIA BR-010 SETOR RODOVIARI		IMPERATRIZ	MA	65913-460		2012-11-29T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1039	NORTE	A	M - 828m2 a 1136m2	SHOPPING			LB SHOP JARACATI	AVENIDA PROFESSOR CARLOS CUNHA		SAO LUIS	MA	65076-909		2012-11-30T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1040	SUDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP PQ DAS BANDEIRAS	AVENIDA JOHN BOYD DUNLOP 3300		CAMPINAS	SP	13060-803		2012-11-09T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
1041	SUDESTE	B	M - 828m2 a 1136m2	SHOPPING			LB SHOP SAO BERNARDO	AVENIDA ROTARY SN		SAO BERNARDO DO CAMPO	SP	09721-000		2012-11-13T17:39:00Z			ATIVO	0.0	0.0				2019-11-14T19:37:56Z			
